id,name,category,year,parts,raw_price,mean_price
60034-1,Arctic Helicrane,City > Arctic,2014,262,"['\n$110.00\n', '\n$110.00\n']",110
60062-1,Arctic Icebreaker,City > Arctic,2014,718,[],0
60033-1,Arctic Ice Crawler,City > Arctic,2014,113,[],0
60192-1,Arctic Ice Crawler,City > Arctic,2018,200,"['\n$39.99\n', '\n$39.99\n']",39.99
60190-1,Arctic Ice Glider,City > Arctic,2018,50,"['\n$10.00\n', '\n$10.00\n']",10
30360-1,Arctic Ice Saw,City > Arctic,2018,43,[],0
60195-1,Arctic Mobile Exploration Base,City > Arctic,2018,786,"['\n$130.00\n', '\n$111.07\n', '\n$130.00\n', '\n$111.07\n']",120.54
60035-1,Arctic Outpost,City > Arctic,2014,374,[],0
30310-1,Arctic Scout,City > Arctic,2014,39,[],0
60194-1,Arctic Scout Truck,City > Arctic,2018,322,"['\n$80.00\n', '\n$66.21\n', '\n$80.00\n', '\n$66.21\n']",73.1
60032-1,Arctic Snowmobile,City > Arctic,2014,44,"['\n$39.99\n', '\n$39.99\n']",39.99
60196-1,Arctic Supply Aircraft,City > Arctic,2018,707,"['\n$515.93\n', '\n$515.93\n']",515.93
60064-1,Arctic Supply Plane,City > Arctic,2014,374,[],0
951908-1,Astronaut,City > Mars Exploration,2019,18,"['\n$3.12\n', '\n$3.12\n']",3.12
60135-1,ATV Arrest,City > Police,2017,47,[],0
60065-1,ATV Patrol,City > Police,2015,59,"['\n$9.50\n', '\n$9.50\n']",9.5
60148-1,ATV Race Team,City > Traffic,2017,239,[],0
60060-1,Auto Transporter,City > Traffic,2014,350,[],0
60143-1,Auto Transport Heist,City > Police,2017,403,"['\n$95.37\n', '\n$95.37\n']",95.37
3661-1,Bank & Money Transfer,City > Police,2011,409,"['\n$103.63\n', '\n$103.63\n']",103.63
60212-1,Barbecue Burn Out,City > Fire,2019,64,"['\n$10.90\n', '\n$10.90\n']",10.9
60346-1,Barn & Farm Animals,City,2022,230,"['\n$69.94\n', '\n$69.99\n', '\n$49.58\n', '\n$69.94\n', '\n$69.99\n', '\n$49.58\n']",63.17
60333-1,Bathtub Stunt Bike,City,2022,14,"['\n$7.97\n', '\n$7.99\n', '\n$10.00\n', '\n$7.97\n', '\n$7.99\n', '\n$10.00\n']",8.65
8398-1,BBQ Stand,City,2009,22,"['\n$27.12\n', '\n$27.12\n']",27.12
30369-1,Beach Buggy,City,2020,45,"['\n$13.95\n', '\n$4.50\n', '\n$13.95\n', '\n$4.50\n']",9.22
60328-1,Beach Lifeguard Station,City,2022,211,"['\n$0.99\n', '\n$39.99\n', '\n$48.00\n', '\n$0.99\n', '\n$39.99\n', '\n$48.00\n']",29.66
60286-1,Beach Rescue ATV,City,2021,79,"['\n$21.94\n', '\n$18.00\n', '\n$21.94\n', '\n$18.00\n']",19.97
40302-1,Become My City Hero,City > Police,2018,85,"['\n$4.95\n', '\n$4.95\n']",4.95
952002-1,Bobby Brenner and Extinguishing Drone,City > Fire,2020,17,"['\n$2.13\n', '\n$2.13\n']",2.13
40303-1,Boost My City Vehicle Set,City,2018,80,"['\n$6.02\n', '\n$6.02\n']",6.02
60145-1,Buggy,City,2017,81,[],0
5610-1,Builder,City > Construction,2008,23,[],0
952111-1,Builder and Traffic Light,City,2021,13,"['\n$34.97\n', '\n$3.40\n', '\n$34.97\n', '\n$3.40\n']",19.19
952102-1,Builder with Epic Digger,City > Construction,2021,21,"['\n$1.97\n', '\n$1.97\n']",1.97
40170-1,Build My City Accessory Set,City,2017,102,"['\n$21.60\n', '\n$21.60\n']",21.6
60074-1,Bulldozer,City > Construction,2015,384,[],0
60140-1,Bulldozer Break-In,City > Police,2017,561,"['\n$93.00\n', '\n$93.00\n']",93
60214-1,Burger Bar Fire Rescue,City > Fire,2019,327,"['\n$43.00\n', '\n$40.00\n', '\n$43.00\n', '\n$40.00\n']",41.5
7639-1,Camper,City > Traffic,2009,165,[],0
60057-1,Camper Van,City,2014,195,[],0
60200-1,Capital City,City > Traffic,2018,1211,"['\n$245.00\n', '\n$245.00\n']",245
4435-1,Car and Caravan,City > Traffic,2012,218,[],0
60021-1,Cargo Heliplane,City > Airport,2013,393,[],0
7734-1,Cargo Plane,City > Cargo,2008,463,[],0
60169-1,Cargo Terminal,City > Cargo,2017,740,[],0
60198-1,Cargo Train,City > Trains,2018,1226,"['\n$234.00\n', '\n$193.18\n', '\n$69.00\n', '\n$234.00\n', '\n$193.18\n', '\n$69.00\n']",165.39
K7734-1,Cargo Transport Collection,City > Cargo,2008,0,[],0
60020-1,Cargo Truck,City > Cargo,2013,320,[],0
952208-1,Carl Confidential’s Diving Scooter,City,2022,20,"['\n$3.98\n', '\n$3.98\n']",3.98
60305-1,Car Transporter,City,2021,342,"['\n$23.99\n', '\n$29.99\n', '\n$39.66\n', '\n$23.99\n', '\n$29.99\n', '\n$39.66\n']",31.21
7990-1,Cement Mixer,City > Construction,2007,213,"['\n$88.60\n', '\n$88.60\n']",88.6
60018-1,Cement Mixer,City > Construction,2013,221,"['\n$71.40\n', '\n$71.40\n']",71.4
60325-1,Cement Mixer Truck,City,2022,85,"['\n$19.99\n', '\n$34.90\n', '\n$19.99\n', '\n$34.90\n']",27.44
60261-1,Central Airport,City > Airport,2020,286,"['\n$86.99\n', '\n$59.99\n', '\n$47.55\n', '\n$86.99\n', '\n$59.99\n', '\n$47.55\n']",64.84
5000281-1,Chase McCain,City > Police,2012,4,[],0
60344-1,Chicken Henhouse,City,2022,101,"['\n$9.97\n', '\n$14.90\n', '\n$9.99\n', '\n$7.10\n', '\n$9.97\n', '\n$14.90\n', '\n$9.99\n', '\n$7.10\n']",10.49
60310-1,Chicken Stunt Bike,City,2021,10,"['\n$7.99\n', '\n$7.99\n', '\n$11.26\n', '\n$7.99\n', '\n$7.99\n', '\n$11.26\n']",9.08
60338-1,Chimpanzee Smash Stunt Loop,City,2022,226,"['\n$69.94\n', '\n$69.98\n', '\n$69.99\n', '\n$41.24\n', '\n$69.94\n', '\n$69.98\n', '\n$69.99\n', '\n$41.24\n']",62.79
66682-1,City 3in1 Bundle Pack,City,2021,0,[],0
K7894-1,City Airport Collection,City > Airport,2007,0,[],0
66156-1,City Airport Exclusive Pack,City > Airport,2006,0,[],0
66662-1,City Car Bundle,City,2021,0,[],0
66306-1,City Coast Guard Super Pack 3 in 1,City > Coast Guard,2009,0,"['\n$133.88\n', '\n$133.88\n']",133.88
66290-1,City Coast Guard Super Pack 4 in 1,City > Coast Guard,2008,0,[],0
2853302-1,CITY Construction Collection,City > Construction,2009,0,[],0
65800-1,City Construction Set Value Pack,City > Construction,2005,0,[],0
65743-1,City Construction Value Pack,City > Construction,2005,0,[],0
7641-1,City Corner,City > Traffic,2009,485,[],0
60031-1,City Corner,City > Traffic,2013,484,[],0
5005554-1,City Easter Bundle,City,2018,0,[],0
66116-1,City Emergency Services Vehicles (Multipack),City,2006,0,[],0
850618-1,City Fire Accessory Set,City > Fire,2013,43,"['\n$10.45\n', '\n$10.45\n']",10.45
66174-1,City Firemen Bundle,City > Fire,2006,0,[],0
853378-1,City Firemen Minifigure Pack,City > Fire,2012,43,[],0
K5613-1,City Fire Station Collection,City > Fire,2008,0,[],0
65799-1,City Fire Station Value Pack,City > Fire,2005,0,[],0
65777-1,City Fire Value Pack,City > Fire,2005,0,[],0
4207-1,City Garage,City > Traffic,2012,938,[],0
66586-1,City Great Vehicles Bundle,City,2018,0,[],0
60204-1,City Hospital,City > Hospital,2018,861,"['\n$199.99\n', '\n$198.33\n', '\n$199.99\n', '\n$198.33\n']",199.16
8403-1,City House,City,2010,385,[],0
40177-1,City Jungle Explorer Kit,City > Jungle,2017,40,"['\n$19.91\n', '\n$19.91\n']",19.91
66193-1,City Medical Super Pack,City > Hospital,2007,0,[],0
8401-1,City Minifigure Collection,City,2009,60,"['\n$28.76\n', '\n$28.76\n']",28.76
853656-1,City Playmat,City,2017,105,[],0
850617-1,City Police Accessory Set,City > Police,2013,34,[],0
66587-1,City Police Bundle Building Kit,City > Police,2019,0,[],0
K7741-1,City Police Collection,City > Police,2009,0,[],0
66282-1,City Police Co-Pack,City > Police,2008,0,[],0
66427-1,City Police Super Pack 4 in 1,City > Police,2012,0,[],0
853570-1,City Prison Island Accessory Pack,City > Police,2016,26,"['\n$21.82\n', '\n$21.82\n']",21.82
66177-1,City Rescue Pack,City,2007,0,[],0
66175-1,City Rescue Pack,City,2007,0,[],0
66645-1,City Space Bundle,City > Mars Exploration,2020,0,[],0
60097-1,City Square,City > Traffic,2015,1683,"['\n$200.00\n', '\n$200.00\n']",200
60023-1,City Starter Set,City,2013,272,[],0
60086-1,City Starter Set,City,2015,242,[],0
66195-1,City Super Pack,City > Fire,2007,0,[],0
66194-1,City Super Pack,City > Construction,2007,0,[],0
66256-1,City Super Pack,City,2008,0,[],0
66247-1,City Super Pack,City,2008,0,[],0
66246-1,City Super Pack,City > Police,2008,0,[],0
66260-1,City Super Pack,City > Cargo,2008,0,[],0
66436-1,City Super Pack 2 in 1,City > Police,2012,0,[],0
66412-1,City Super Pack 2 in 1,City > Police,2012,0,[],0
66637-1,City Super Pack 2 in 1,City,2020,0,[],0
66307-1,City Superpack 3 in 1,City,2009,0,[],0
66305-1,City Super Pack 3 in 1,City > Police,2009,0,[],0
66329-1,City Super Pack 3 in 1,City,2009,0,[],0
66331-1,City Super Pack 3 in 1,City > Construction,2009,0,[],0
66358-1,City Super Pack 3 in 1,City > Farm,2010,0,[],0
66342-1,City Super Pack 3 in 1,City > Fire,2010,0,[],0
66426-1,City Super Pack 3 in 1,City > Fire,2012,0,[],0
66448-1,City Super Pack 3 in 1,City > Fire,2013,0,[],0
66475-1,City Super Pack 3 in 1,City,2013,0,[],0
66476-1,City Super Pack 3 in 1,City,2014,0,[],0
66492-1,City Super Pack 3 in 1,City > Police,2014,0,[],0
66521-1,City Super Pack 3 in 1,City > Construction,2015,0,[],0
66541-1,City Super Pack 3 in 1,City > Fire,2016,0,[],0
66540-1,City Super Pack 3 in 1,City,2016,0,[],0
66550-1,City Super Pack 3 in 1,City,2017,0,[],0
66523-1,City Super Pack 3-in-1,City,2015,0,[],0
66257-1,City Super Pack 4 in 1,City > Police,2008,0,[],0
66326-1,City Super Pack 4 in 1,City,2009,0,[],0
66325-1,City Super Pack 4 in 1,City > Trains,2009,0,[],0
66374-1,City Super Pack 4 in 1,City > Trains,2010,0,[],0
66357-1,City Super Pack 4 in 1,City > Fire,2010,0,[],0
66360-1,City Super Pack 4 in 1,City > Fire,2010,0,[],0
66362-1,City Super Pack 4 in 1,City,2010,0,[],0
66363-1,City Super Pack 4 in 1,City > Police,2010,0,[],0
66405-1,City Super Pack 4 in 1,City > Trains,2010,0,[],0
66345-1,City Super Pack 4 in 1,City,2010,0,[],0
66375-1,City Super Pack 4 in 1,City > Police,2011,0,[],0
66388-1,City Super Pack 4 in 1,City > Police,2011,0,[],0
66428-1,City Super Pack 4 in 1,City > Police,2012,0,[],0
66453-1,City Super Pack 4 in 1,City > Fire,2013,0,[],0
66522-1,City Super Pack 4 in 1,City,2015,0,[],0
66330-1,City Super Pack 5 in 1,City > Construction,2009,0,[],0
66389-1,City Super Pack 5 in 1,City > Police,2011,0,[],0
66255-1,City Super Pack 6 in 1,City,2008,0,[],0
66328-1,City Super Pack 6 in 1,City,2009,0,[],0
66451-1,City Traffic Super Pack 4 in 1,City,2012,0,[],0
66239-1,City Trains Super Set,City > Trains,2007,0,[],0
66493-1,City Train Super Pack 4 in 1,City > Trains,2014,0,[],0
2853301-1,CITY Transport Collection,City > Traffic,2009,0,[],0
4287744-1,City Value Pack,City,2005,0,[],0
66640-1,City Vehicles Bundle,City,2020,0,[],0
8842497-1,City Vehicles Bundle Deal 2 In 1,City,2019,0,[],0
66614-1,City Vehicles Super Pack 3-in-1,City,2019,0,[],0
952009-1,Clemmons With Fire Quad,City > Fire,2020,31,"['\n$3.19\n', '\n$3.19\n']",3.19
7737-1,Coast Guard 4WD & Jet Scooter,City > Coast Guard,2008,131,[],0
60012-1,Coast Guard 4 x 4,City > Coast Guard,2013,128,[],0
5626-1,Coast Guard Bike,City > Coast Guard,2008,12,"['\n$13.63\n', '\n$13.63\n']",13.63
4898-1,Coast Guard Boat,City > Coast Guard,2008,35,[],0
60167-1,Coast Guard Head Quarters,City > Coast Guard,2017,795,[],0
60013-1,Coast Guard Helicopter,City > Coast Guard,2013,230,[],0
7738-1,Coast Guard Helicopter and Life Raft,City > Coast Guard,2008,448,"['\n$128.00\n', '\n$128.00\n']",128
5621-1,Coast Guard Kayak,City > Coast Guard,2008,21,[],0
60014-1,Coast Guard Patrol,City > Coast Guard,2013,450,[],0
7739-1,Coast Guard Patrol Boat and Tower,City > Coast Guard,2008,446,"['\n$147.76\n', '\n$147.76\n']",147.76
60015-1,Coast Guard Plane,City > Coast Guard,2013,281,"['\n$69.42\n', '\n$69.42\n']",69.42
4210-1,Coast Guard Platform,City > Coast Guard,2008,469,[],0
60163-1,Coast Guard Starter Set,City > Coast Guard,2017,76,"['\n$11.52\n', '\n$11.52\n']",11.52
40110-1,Coin Bank,City > Police,2014,122,"['\n$49.99\n', '\n$49.99\n']",49.99
7636-1,Combine Harvester,City > Farm,2009,365,[],0
7696-1,Commuter Jet,City > Airport,2011,108,[],0
60219-1,Construction Loader,City > Construction,2019,88,"['\n$9.91\n', '\n$9.91\n']",9.91
7992-1,Container Stacker,City > Cargo,2007,218,"['\n$68.00\n', '\n$68.00\n']",68
951906-1,Cool Diver,City > Harbor,2019,16,"['\n$3.06\n', '\n$3.06\n']",3.06
764521-1,Co-Pack,City,2008,0,[],0
60041-1,Crook Pursuit,City > Police,2014,38,[],0
60068-1,Crooks' Hideout,City > Police,2015,473,"['\n$57.99\n', '\n$57.99\n']",57.99
60131-1,Crooks Island,City > Police,2016,244,"['\n$33.74\n', '\n$33.74\n']",33.74
60237-1,Curve and Crossroad,City,2019,2,"['\n$9.92\n', '\n$9.92\n']",9.92
60095-1,Deep Sea Exploration Vessel,City,2015,718,[],0
5004737-1,Deep Sea Explorers Collection,City,2015,0,[],0
60093-1,Deep Sea Helicopter,City,2015,388,[],0
60096-1,Deep Sea Operation Base,City,2015,907,[],0
60090-1,Deep Sea Scuba Scooter,City,2015,42,[],0
60091-1,Deep Sea Starter Set,City,2015,90,"['\n$54.99\n', '\n$54.99\n']",54.99
60092-1,Deep Sea Submarine,City,2015,274,[],0
K7896-1,Deluxe Track for RC Trains,City > Trains,2006,0,[],0
30312-1,Demolition Driller,City > Construction,2015,40,"['\n$4.45\n', '\n$4.45\n']",4.45
60076-1,Demolition Site,City > Construction,2015,776,[],0
60072-1,Demolition Starter Set,City > Construction,2015,85,[],0
60297-1,Demolition Stunt Bike,City,2021,12,"['\n$7.99\n', '\n$6.49\n', '\n$7.99\n', '\n$6.49\n']",7.24
60218-1,Desert Rally Racer,City,2019,75,"['\n$9.42\n', '\n$9.42\n']",9.42
81007-1,Design Your Own LEGO City Set,City,2020,1,[],0
7248-1,Digger,City > Construction,2005,128,[],0
952005-1,Dirk Drifter's First Racing Car,City,2020,26,"['\n$3.35\n', '\n$3.35\n']",3.35
4433-1,Dirt Bike Transporter,City > Off-Road,2012,206,[],0
60172-1,Dirt Road Pursuit,City > Police,2018,297,"['\n$50.00\n', '\n$50.00\n']",50
952107-1,Diver and Crab,City > Harbor,2021,19,"['\n$79.95\n', '\n$2.17\n', '\n$79.95\n', '\n$2.17\n']",41.06
862011-1,Diver and Sawfish,City,2020,10,"['\n$4.95\n', '\n$4.95\n']",4.95
951703-1,Diver and Shark,City > Harbor,2017,11,[],0
60221-1,Diving Yacht,City > Harbor,2019,149,"['\n$30.00\n', '\n$20.00\n', '\n$30.00\n', '\n$20.00\n']",25
60213-1,Dock Side Fire,City > Fire,2019,98,"['\n$18.00\n', '\n$18.00\n']",18
952105-1,Doctor and Patient,City,2021,21,"['\n$3.97\n', '\n$3.97\n']",3.97
30000-1,Doctor With Car,City > Hospital,2009,30,"['\n$3.64\n', '\n$3.64\n']",3.64
60233-1,Donut Shop Opening,City,2019,790,"['\n$105.00\n', '\n$89.25\n', '\n$105.00\n', '\n$89.25\n']",97.12
7996-1,Double Crossover Track,City > Trains,2007,4,[],0
60339-1,Double Loop Stunt Arena,City,2022,598,"['\n$159.99\n', '\n$138.00\n', '\n$159.99\n', '\n$117.61\n', '\n$159.99\n', '\n$138.00\n', '\n$159.99\n', '\n$117.61\n']",143.9
60216-1,Downtown Fire Brigade,City > Fire,2019,943,"['\n$169.99\n', '\n$119.95\n', '\n$169.99\n', '\n$119.95\n']",144.97
7685-1,Dozer,City > Construction,2009,352,[],0
30358-1,Dragster,City,2018,40,"['\n$5.63\n', '\n$5.63\n']",5.63
60151-1,Dragster Transporter,City,2017,333,[],0
952011-1,Duke DeTain,City > Police,2020,17,"['\n$3.39\n', '\n$3.39\n']",3.39
7631-1,Dump Truck,City > Construction,2009,189,[],0
60082-1,Dune Buggy Trailer,City > Off-Road,2015,222,[],0
952003-1,Eddy Erker with Bulldozer,City > Construction,2020,27,"['\n$3.53\n', '\n$3.53\n']",3.53
40526-1,Electric Scooters & Charging Dock,City,2022,50,"['\n$12.99\n', '\n$17.34\n', '\n$12.99\n', '\n$17.34\n']",15.16
60272-1,Elite Police Boat Transport,City > Police,2020,166,"['\n$31.49\n', '\n$35.00\n', '\n$31.49\n', '\n$35.00\n']",33.24
60273-1,Elite Police Driller Chase,City > Police,2020,179,"['\n$34.96\n', '\n$22.99\n', '\n$39.90\n', '\n$34.96\n', '\n$22.99\n', '\n$39.90\n']",32.62
60274-1,Elite Police Lighthouse Arrest,City > Police,2020,189,"['\n$28.89\n', '\n$40.00\n', '\n$28.89\n', '\n$40.00\n']",34.44
60075-1,Excavator and Truck,City > Construction,2015,311,[],0
4203-1,Excavator Transport,City > Construction,2012,305,[],0
60291-1,Family House,City,2021,388,"['\n$42.99\n', '\n$59.99\n', '\n$60.00\n', '\n$42.99\n', '\n$59.99\n', '\n$60.00\n']",54.33
7637-1,Farm,City > Farm,2009,614,"['\n$296.52\n', '\n$296.52\n']",296.52
7566-1,Farmer,City > Farm,2010,16,"['\n$37.50\n', '\n$37.50\n']",37.5
60345-1,Farmers Market Van,City,2022,310,"['\n$42.00\n', '\n$44.99\n', '\n$29.74\n', '\n$42.00\n', '\n$44.99\n', '\n$29.74\n']",38.91
4899-1,Farmer & Tractor,City > Farm,2009,28,[],0
30590-1,Farm Garden & Scarecrow,City,2022,34,"['\n$9.97\n', '\n$8.75\n', '\n$9.97\n', '\n$8.75\n']",9.36
60119-1,Ferry,City > Harbor,2016,301,"['\n$45.00\n', '\n$45.00\n']",45
4427-1,Fire ATV,City > Fire,2012,50,[],0
60105-1,Fire ATV,City > Fire,2016,64,"['\n$7.50\n', '\n$7.50\n']",7.5
30361-1,Fire ATV,City > Fire,2019,39,"['\n$3.60\n', '\n$3.60\n']",3.6
4992-1,Fire Boat,City > Fire,2007,27,[],0
7207-1,Fire Boat,City > Fire,2010,307,[],0
60005-1,Fire Boat,City > Fire,2013,223,[],0
60109-1,Fire Boat,City > Fire,2016,415,[],0
60321-1,Fire Brigade,City,2022,766,"['\n$94.99\n', '\n$99.99\n', '\n$75.00\n', '\n$99.99\n', '\n$94.99\n', '\n$99.99\n', '\n$75.00\n']",91.42
7241-1,Fire Car,City > Fire,2005,47,[],0
5532-1,Fire Car,City > Fire,2005,32,[],0
30221-1,Fire Car,City > Fire,2013,36,"['\n$7.00\n', '\n$7.00\n']",7
30347-1,Fire Car,City > Fire,2016,53,"['\n$4.84\n', '\n$4.84\n']",4.84
30010-1,Fire Chief,City > Fire,2010,31,"['\n$2.58\n', '\n$2.58\n']",2.58
60231-1,Fire Chief Response Truck,City > Fire,2019,201,"['\n$34.95\n', '\n$30.00\n', '\n$34.95\n', '\n$30.00\n']",32.48
4914-1,Fire Chief's Car,City > Fire,2005,31,[],0
5003096-1,Fire Collection,City > Fire,2014,0,[],0
60282-1,Fire Command Unit,City > Fire,2021,380,"['\n$78.99\n', '\n$59.99\n', '\n$34.71\n', '\n$78.99\n', '\n$59.99\n', '\n$34.71\n']",57.9
60112-1,Fire Engine,City > Fire,2016,376,[],0
5613-1,Firefighter,City > Fire,2008,25,"['\n$9.85\n', '\n$9.85\n']",9.85
952104-1,Firefighter Bob with Equipment,City > Fire,2021,19,"['\n$79.95\n', '\n$3.40\n', '\n$79.95\n', '\n$3.40\n']",41.68
K7945-1,Firefighter Collection,City > Fire,2007,0,[],0
951704-1,Firefighter Fred,City > Fire,2017,21,"['\n$2.83\n', '\n$2.83\n']",2.83
60279-1,Fire Hazard Truck,City > Fire,2021,88,"['\n$14.49\n', '\n$15.49\n', '\n$14.49\n', '\n$15.49\n']",14.99
7238-1,Fire Helicopter,City > Fire,2005,76,[],0
4900-1,Fire Helicopter,City > Fire,2008,34,[],0
7206-1,Fire Helicopter,City > Fire,2010,342,"['\n$69.41\n', '\n$69.41\n']",69.41
30019-1,Fire Helicopter,City > Fire,2012,37,[],0
30566-1,Fire Helicopter,City,2021,41,"['\n$10.00\n', '\n$4.08\n', '\n$10.00\n', '\n$4.08\n']",7.04
60318-1,Fire Helicopter,City,2022,53,"['\n$9.99\n', '\n$8.75\n', '\n$9.99\n', '\n$8.75\n']",9.37
60248-1,Fire Helicopter Response,City > Fire,2020,93,"['\n$21.29\n', '\n$21.29\n']",21.29
60107-1,Fire Ladder Truck,City > Fire,2016,214,"['\n$64.99\n', '\n$64.99\n']",64.99
60280-1,Fire Ladder Truck,City > Fire,2021,88,"['\n$29.99\n', '\n$30.00\n', '\n$29.99\n', '\n$30.00\n']",29.99
7266-1,Fireman,City > Fire,2005,19,[],0
951902-1,Fireman,City > Fire,2019,16,"['\n$2.27\n', '\n$2.27\n']",2.27
4938-1,Fireman's Car,City > Fire,2007,28,[],0
30001-1,Fireman's Car,City > Fire,2009,39,[],0
60000-1,Fire Motorcycle,City > Fire,2013,40,[],0
30585-1,Fire Patrol Vehicle,City > Fire,2022,45,"['\n$9.99\n', '\n$5.49\n', '\n$9.99\n', '\n$5.49\n']",7.74
4209-1,Fire Plane,City > Fire,2012,522,"['\n$78.34\n', '\n$78.34\n']",78.34
60217-1,Fire Plane,City > Fire,2019,363,"['\n$76.99\n', '\n$76.99\n']",76.99
60001-1,Fire Rescue,City > Fire,2013,80,[],0
60281-1,Fire Rescue Helicopter,City > Fire,2021,212,"['\n$25.00\n', '\n$39.99\n', '\n$27.95\n', '\n$25.00\n', '\n$39.99\n', '\n$27.95\n']",30.98
60319-1,Fire Rescue & Police Chase,City,2022,295,"['\n$39.99\n', '\n$21.33\n', '\n$39.99\n', '\n$21.33\n']",30.66
30368-1,Fire Rescue Water Scooter,City > Fire,2020,34,"['\n$119.99\n', '\n$3.75\n', '\n$119.99\n', '\n$3.75\n']",61.87
60108-1,Fire Response Unit,City > Fire,2016,257,[],0
30220-1,Fire Speedboat,City > Fire,2013,40,"['\n$4.95\n', '\n$4.95\n']",4.95
60088-1,Fire Starter Set,City > Fire,2015,92,[],0
7240-1,Fire Station,City > Fire,2005,265,[],0
7208-1,Fire Station,City > Fire,2010,664,[],0
60110-1,Fire Station,City > Fire,2016,920,[],0
60215-1,Fire Station,City > Fire,2019,510,"['\n$29.90\n', '\n$57.26\n', '\n$29.90\n', '\n$57.26\n']",43.58
60320-1,Fire Station,City,2022,540,"['\n$39.99\n', '\n$69.99\n', '\n$45.00\n', '\n$39.99\n', '\n$69.99\n', '\n$45.00\n']",51.66
77944-1,Fire Station Headquarters,City,2021,909,"['\n$113.63\n', '\n$102.26\n', '\n$113.63\n', '\n$102.26\n']",107.94
77943-1,Fire Station Starter Set,City,2021,239,"['\n$48.99\n', '\n$28.35\n', '\n$28.40\n', '\n$48.99\n', '\n$28.35\n', '\n$28.40\n']",35.25
60311-1,Fire Stunt Bike,City,2021,11,"['\n$7.99\n', '\n$5.73\n', '\n$7.99\n', '\n$5.73\n']",6.86
60111-1,Fire Utility Truck,City > Fire,2016,368,[],0
60147-1,Fishing Boat,City > Harbor,2017,145,[],0
60017-1,Flatbed Truck,City > Traffic,2013,212,[],0
7499-1,Flexible Rails,City > Trains,2011,24,"['\n$15.97\n', '\n$15.97\n']",15.97
60247-1,Forest Fire,City > Fire,2020,84,"['\n$13.99\n', '\n$8.72\n', '\n$13.99\n', '\n$8.72\n']",11.36
4440-1,Forest Police Station,City > Police,2012,633,[],0
60181-1,Forest Tractor,City > Farm,2018,174,"['\n$35.00\n', '\n$31.68\n', '\n$35.00\n', '\n$31.68\n']",33.34
952206-1,Freddy Fresh’s Fire Quad,City > Fire,2022,31,"['\n$9.53\n', '\n$3.30\n', '\n$9.53\n', '\n$3.30\n']",6.42
60336-1,Freight Train,City > Trains,2022,1153,"['\n$199.95\n', '\n$222.04\n', '\n$199.99\n', '\n$163.25\n', '\n$277.68\n', '\n$199.95\n', '\n$222.04\n', '\n$199.99\n', '\n$163.25\n', '\n$277.68\n']",212.58
7630-1,Front-End Loader,City > Construction,2009,108,[],0
7642-1,Garage,City > Traffic,2009,958,[],0
60232-1,Garage Center,City,2019,234,"['\n$39.99\n', '\n$45.46\n', '\n$39.99\n', '\n$45.46\n']",42.72
951809-1,Garbage Man,City,2018,27,"['\n$2.55\n', '\n$2.55\n']",2.55
30313-1,Garbage Truck,City > Traffic,2015,48,[],0
60118-1,Garbage Truck,City,2016,248,"['\n$58.50\n', '\n$58.50\n']",58.5
60220-1,Garbage Truck,City,2019,90,"['\n$24.46\n', '\n$24.46\n']",24.46
951903-1,Gardener with Lawn Mower,City > Farm,2019,31,"['\n$3.30\n', '\n$3.30\n']",3.3
4442-1,Glider,City > Airport,2012,101,[],0
30589-1,Go-Cart Racer,City,2022,39,"['\n$10.99\n', '\n$5.00\n', '\n$10.99\n', '\n$5.00\n']",8
30314-1,Go-Kart Racer,City,2015,45,"['\n$6.53\n', '\n$6.53\n']",6.53
60025-1,Grand Prix Truck,City,2013,323,[],0
60347-1,Grocery Store,City,2022,404,"['\n$69.89\n', '\n$63.00\n', '\n$69.99\n', '\n$45.00\n', '\n$69.89\n', '\n$63.00\n', '\n$69.99\n', '\n$45.00\n']",61.97
951905-1,Gyrocopter,City > Fire,2019,29,"['\n$2.46\n', '\n$2.46\n']",2.46
4645-1,Harbor,City > Harbor,2011,552,[],0
952018-1,Harl Hubbs with Tamping Rammer,City > Construction,2020,20,"['\n$2.94\n', '\n$2.94\n']",2.94
60223-1,Harvester Transport,City > Farm,2019,358,"['\n$59.99\n', '\n$43.63\n', '\n$59.99\n', '\n$43.63\n']",51.81
60183-1,Heavy Cargo Transport,City > Traffic,2018,310,"['\n$39.98\n', '\n$39.98\n']",39.98
4439-1,Heavy-Duty Helicopter,City > Police,2012,393,[],0
60166-1,Heavy-Duty Rescue Helicopter,City > Coast Guard,2017,415,"['\n$102.28\n', '\n$102.28\n']",102.28
7998-1,Heavy Hauler,City > Construction,2007,332,[],0
60098-1,Heavy-Haul Train,City > Trains,2015,984,"['\n$336.19\n', '\n$336.19\n']",336.19
3222-1,Helicopter and Limousine,City > Airport,2010,267,"['\n$119.00\n', '\n$127.00\n', '\n$119.00\n', '\n$127.00\n']",123
